visitId,transaction_during_visit,time_during_visit
1481918910,15190000,407
1481912203,47900000,2491
1481915714,44760000,1169
1492399967,38380000,830
1478027209,71850000,392
1476114260,129570000,590
1476153802,49990000,2876
1483377733,27970000,752
1471580891,27390000,2560
1471536336,250950000,1858
1492088880,15960000,1723
1492115051,115380000,164
1492782990,27180000,211
1492802260,26370000,1287
1490751538,95970000,769
1490762232,79990000,838
1487213309,19190000,494
1494280309,20290000,1121
1494277777,143050000,246
1494275579,39190000,1848
1494010571,60050000,1022
1471893861,139120000,2165
1482260444,1239050000,96
1490798254,24990000,329
1490804413,28780000,1208
1490836616,68980000,316
1495676587,19990000,1288
1472496158,165610000,265
1472485998,74080000,650
1498755986,39190000,399
1498795000,16990000,1312
1498765538,21880000,751
1495066159,31890000,473
1495036924,29380000,2631
1471048438,92090000,1245
1471031034,15030000,330
1470985327,29670000,1224
1471048797,45960000,1802
1473787907,97270000,523
1483492055,16990000,744
1500657634,1064080000,2041
1481246965,10470000,636
1481230497,39990000,203
1481228310,79190000,380
1481249186,59990000,915
1483636063,26470000,629
1497018508,344790000,466
1497015534,79190000,622
1498704129,349110000,2269
1498669115,166740000,6957
1478157761,69430000,186
1489175374,19190000,1750
1476756068,16990000,882
1476724539,64780000,512
1476723285,488850000,1956
1485456962,30390000,370
1489367317,1990000,1292
1476582725,51990000,207
1480722431,329700000,118
1490023987,19190000,427
1496352661,10990000,934
1496359168,103970000,202
1482100160,8990000,662
1482091232,20990000,855
1482112419,59160000,2413
1472061530,27000000,990
1492025380,22370000,1041
1473951185,176900000,1215
1475560020,31990000,261
1475498100,71170000,2457
1475517672,16990000,4486
1481070374,21990000,1011
1481060961,28780000,336
1481074662,95150000,2619
1501003716,24990000,994
1481304109,19980000,2676
1494870881,40210000,352
1494861952,184470000,406
1494858972,59970000,402
1494899326,56200000,878
1474067906,27190000,612
1474057863,39990000,637
1495390265,65060000,632
1472589462,8560000,464
1472575356,85190000,1398
1474400136,60970000,1678
1474431217,298980000,809
1488750474,18990000,756
1501523429,13590000,220
1501524044,18990000,1266
1498845611,33590000,644
1475609518,19190000,1427
1499869951,48760000,1604
1499875351,124700000,721
1496877624,13290000,220
1496679022,1500000,1324
1501104580,416650000,315
1501083583,217440000,1305
1470805958,21490000,352
1494109054,16990000,352
1476284178,111980000,438
1476319199,120000000,1103
1479309700,58360000,867
1481395061,158340000,566
1473453463,35540000,728
1488231325,299850000,228
1490291809,100570000,507
1486929770,51990000,1435
1481737315,197700000,4402
1492484273,71900000,334
1492478637,136750000,728
1480957832,139930000,518
1480965474,80960000,1238
1480959408,229370000,1121
1482372087,36740000,445
1482360949,350000000,1500
1494414177,19990000,1039
1470341125,91700000,2292
1500091886,51270000,1035
1500062238,18400000,426
1489241542,35960000,625
1495822132,67960000,573
1495832202,37480000,747
1492546038,52070000,423
1492527922,5614440000,2354
1495725948,10630000,202
1495733252,352820000,1421
1500878442,27490000,417
1496423282,18390000,248
1496417823,22260000,621
1471267224,21290000,321
1471320477,681020000,671
1471279778,44460000,1060
1473909434,302430000,4202
1473123929,33240000,448
1473121218,209000000,959
1485798037,44790000,588
1489521188,131170000,388
1489529610,15190000,2205
1476613745,84950000,752
1476642250,135130000,1644
1476801836,239500000,167
1476817662,11960000,1926
1500396244,79670000,6808
1500572409,33270000,1476
1471501966,305190000,796
1500738629,23940000,526
1494697166,6980000,521
1493647067,33590000,241
1478730833,30390000,723
1478731422,60870000,600
1478745724,592650000,402
1480557257,82820000,2222
1480534466,119980000,444
1480516343,18980000,415
1473376603,57820000,1483
1473364090,10860000,882
1497228273,34370000,306
1487357370,44790000,242
1485984868,289200000,2573
1485974761,609920000,1192
1492901455,574800000,250
1485882505,10970000,1020
1473170087,48210000,154
1481465285,16990000,847
1481491845,15490000,737
1472850417,35390000,688
1488384891,10990000,386
1478822636,67980000,785
1499953410,50780000,2456
1499967735,40180000,2907
1487889241,15990000,1512
1497636131,99500000,314
1497623138,38740000,1620
1497613407,45810000,879
1476358376,52960000,1330
1486597885,29580000,582
1496540606,28480000,679
1493071164,30390000,2508
1490904631,89310000,1842
1485710273,55990000,3121
1485716830,88200000,963
1485731401,70390000,1115
1478635756,196310000,1448
1478667089,26380000,875
1493733498,27280000,343
1493749159,129330000,1005
1493748788,33590000,439
1493748688,593250000,1079
1492737036,22280000,659
1492708795,22970000,1989
1472341525,106490000,506
1497395316,68850000,2291
1483127773,21980000,288
1483093243,41880000,731
1490635565,167650000,265
1490673713,134380000,1065
1483031518,18990000,372
1483729717,147790000,854
1487642367,12980000,899
1496607992,11190000,276
1488566069,314650000,635
1490162504,128780000,898
1490109475,264700000,908
1474892406,27180000,422
1474907716,88940000,1168
1499123682,13590000,1719
1488647115,16990000,537
1479859980,193510000,528
1483200850,7990000,618
1497291249,24950000,1110
1497318492,8980000,1115
1497289186,27190000,150
1470678667,24990000,618
1475887712,17590000,842
1483809967,44790000,1050
1500495200,7000000,844
1478552888,44790000,246
1478570923,16990000,1633
1478542804,34450000,466
1489092251,38280000,343
1472421853,62480000,1293
1472410136,178450000,1610
1472185074,298270000,688
1486755607,29940000,651
1475262326,259070000,2088
1482178467,60780000,610
1482202207,35180000,979
1488499195,98990000,174
1488484203,16990000,1003
1475432960,63990000,236
1475436238,79480000,838
1499604654,13590000,516
1470947658,10370000,611
1485377642,61380000,428
1497829740,11190000,859
1497492992,52380000,1762
1481178609,18780000,640
1481164511,278810000,1772
1493331283,69260000,720
1486496627,623400000,1057
1489974858,112970000,1976
1484271231,87990000,224
1493912060,93970000,556
1477703225,27980000,336
1477669515,79990000,2333
1477694641,39970000,2344
1485327772,701800000,1052
1501167929,13190000,1680
1484885557,18990000,2672
1498514072,28000000,547
1485199595,2500000,1166
1479186862,70980000,1054
1475170279,258300000,176
1475169588,2800000,245
1499453237,35410000,619
1479583516,18990000,408
1479616557,43980000,394
1479249620,139970000,314
1479244261,32980000,556
1493396619,574200000,1686
1501265691,13590000,2283
1472225002,35370000,759
1472231409,103820000,3438
1493852451,29080000,285
1493872756,67180000,275
1493876287,79990000,369
1493829094,33590000,1289
1493837504,33590000,390
1493831887,13290000,385
1482034547,33980000,951
1482025049,24990000,915
1479765262,16990000,246
1499314894,2390000,266
1499294174,35950000,629
1499377895,43980000,304
1499342111,99900000,704
1498058635,12990000,403
1498101323,63890000,644
1470145832,92300000,290
1494539603,399000000,317
1487810701,143700000,1164
1494350680,15990000,500
1488912172,126980000,628
1472672702,23910000,2176
1488310439,392100000,1221
1489694350,39980000,167
1494799740,39980000,412
1493502856,54380000,871
1493492933,70470000,1054
1496105892,100700000,1182
1479461426,3500000,592
1479494765,27160000,746
1495143299,54960000,1269
1495165871,33580000,631
1495122019,339660000,969
1497725812,62430000,850
1493236385,22940000,882
1493231141,109910000,952
1475690905,66380000,1001
1475670709,48780000,3115
1481649984,27180000,3770
1498334767,21980000,507
1498349589,90460000,367
1493612616,28780000,980
1480345314,30800000,731
1480349631,99990000,316
1471651074,9090000,1860
1494977048,20690000,420
1476973322,131130000,358
1476982525,16990000,439
1471355254,332040000,302
1471394130,27890000,2228
1471364448,67230000,427
1473613244,770000,2198
1499729470,39870000,731
1499708019,301690000,1228
1475010024,13590000,205
1475008146,201360000,1148
1474963826,2490000,2123
1493141230,56000000,230
1493178400,134380000,319
1493133915,50000000,505
1483554567,76780000,617
1481907875,95980000,296
1481928559,13980000,692
1481902616,18990000,405
1481924464,48770000,776
1477884098,33890000,608
1478057843,16990000,768
1471808390,73450000,2880
1486322641,55990000,169
1471530669,60480000,1591
1471563687,79310000,2979
1485544215,21560000,3152
1492104331,61590000,349
1492793425,79990000,143
1492792991,99980000,372
1489593423,10990000,1136
1489614025,159300000,1381
1490751853,20780000,278
1487207043,28000000,203
1494304489,18990000,511
1494245750,4990000,677
1494246775,33590000,296
1494261062,13590000,2529
1487257625,41990000,352
1487267605,463790000,981
1471873829,28120000,456
1471895260,45790000,289
1471912635,52020000,1555
1482288277,13590000,400
1482265375,138350000,817
1490827570,15990000,291
1495674571,34990000,2665
1472520363,81420000,451
1483988529,100000000,275
1484008342,27980000,2109
1498780626,223800000,1079
1498756014,24280000,2678
1477499616,18990000,2434
1471032280,108450000,130
1471024045,158560000,1791
1475933205,99990000,2294
1474487800,19980000,807
1474469058,98220000,615
1483474149,159750000,821
1500646191,141960000,2037
1481223829,51980000,512
1481233188,40450000,776
1481233242,61580000,1145
1481235321,809100000,1430
1481251623,81900000,1090
1483672497,55990000,666
1483635208,104780000,1129
1491169543,10990000,1141
1482945142,17590000,143
1482976381,44790000,396
1498670149,37560000,668
1488814682,52740000,1240
1478203028,179800000,243
1476745258,491130000,4199
1485456771,24990000,319
1477588002,111980000,750
1497544911,39990000,251
1490592264,15990000,976
1480701147,260930000,835
1480724745,133560000,867
1476932694,15990000,658
1476874130,523390000,1366
1490049761,139900000,1083
1499783740,196540000,767
1499823825,32680000,1998
1499837431,57890000,2098
1492045191,146340000,1013
1492043589,159980000,403
1473971205,361730000,1773
1473962346,140000000,307
1489440484,83980000,294
1489442191,88330000,823
1480600083,55990000,644
1481324309,19190000,193
1481319664,115880000,1892
1497909903,16790000,387
1494908899,227540000,711
1474063576,159850000,1534
1495379166,57330000,976
1472595181,209860000,2392
1474407251,361390000,663
1474429715,325290000,568
1501510210,14000000,412
1501542153,60550000,1463
1501549997,2390000,711
1496250074,55420000,408
1496285473,417260000,1610
1485135453,15960000,1115
1476061968,14480000,279
1476052627,40770000,408
1496871282,27820000,555
1496881303,22040000,1300
1496730286,79990000,633
1496779337,52380000,479
1470755566,38490000,677
1470773167,55310000,899
1470810481,86920000,776
1490367462,299700000,424
1479309239,27190000,562
1479355716,18990000,870
1480919046,62980000,467
1480918675,80920000,350
1491969934,44970000,389
1495541992,72270000,1065
1495568305,428080000,317
1481385577,15190000,1705
1473423999,74460000,608
1491845888,22980000,909
1491851688,150270000,712
1490321651,164680000,299
1490301170,139780000,1471
1486939881,32970000,802
1481763076,74990000,302
1481753898,75950000,3617
1481004872,50330000,647
1480983627,41590000,610
1480984486,75960000,2500
1482386388,109890000,807
1482347654,53550000,466
1482377380,18990000,1795
1495341784,20280000,399
1500068044,97410000,1496
1500057577,79990000,1136
1489296576,21980000,930
1495835562,36980000,920
1492546774,27190000,188
1492537580,105390000,1049
1495697107,20490000,1159
1496442545,46250000,1400
1471296984,122210000,667
1471296774,91280000,375
1471298186,23490000,1128
1471245685,94210000,1769
1470587668,78470000,389
1470594545,21290000,1461
1476650614,14980000,393
1475091830,764550000,1282
1476837799,368100000,3420
1500406393,54160000,339
1491251310,78000000,796
1479098028,22380000,674
1494717988,7990000,625
1493647384,33590000,479
1478719637,12990000,385
1478748122,110870000,443
1491355084,8990000,319
1480560225,111980000,370
1473351948,14490000,386
1473386859,9990000,864
1497209029,41590000,850
1486007571,22970000,840
1492881759,1990000,740
1485904887,6990000,268
1485905514,154360000,579
1473216370,101230000,746
1477437983,28970000,794
1477431234,16990000,1604
1481492113,13590000,414
1481506585,39170000,894
1481502458,182770000,1652
1482797181,39990000,232
1472853332,35480000,429
1482689467,31180000,182
1488401594,30390000,388
1478790901,389460000,984
1499952056,24870000,396
1499970249,63660000,938
1499951313,2548500000,3880
1491423264,10990000,683
1489773273,232640000,848
1487866306,143790000,2481
1497120419,56970000,793
1482634297,18450000,2683
1476365586,10990000,787
1496541493,7980000,725
1472943861,134850000,583
1490921523,86800000,202
1490919463,65980000,605
1485749109,30390000,890
1493776607,29390000,637
1493762612,25000000,1430
1500132568,37990000,1015
1500139462,19580000,1294
1497389136,67950000,717
1490659344,10990000,1379
1490653297,129980000,702
1481811786,18990000,122
1481815023,134370000,1658
1481824837,205680000,3425
1483059836,23970000,1191
1484320817,7960000,440
1484339978,86380000,1227
1482554372,95990000,268
1471990833,12470000,257
1487605536,35980000,1884
1487618517,106360000,2678
1476482474,623700000,1426
1474927415,33980000,1571
1470848433,26280000,645
1488646405,1990000,1519
1497315205,75130000,1597
1497302398,15990000,332
1475877527,42370000,1095
1486068695,10990000,366
1495486991,15190000,354
1495460376,38980000,777
1486423085,13990000,2354
1472432099,43280000,278
1491703863,27180000,557
1472184587,74050000,456
1472146923,1473350000,2202
1477069279,287600000,500
1477070707,39150000,1247
1484766510,44790000,154
1484760650,164840000,1189
1486163738,59990000,256
1499542396,79920000,874
1482200494,9950000,938
1482173784,22790000,2277
1496175489,35980000,914
1474307982,43970000,213
1474301046,147120000,1974
1500266150,53760000,272
1488525051,15980000,1585
1488504151,37980000,458
1475444966,41980000,914
1490974023,82370000,3446
1499650037,28780000,409
1485392403,19990000,387
1485361941,199800000,665
1485403264,6980000,1793
1487117894,44790000,474
1487089142,104960000,690
1487117139,67960000,333
1497449994,33980000,2084
1492646468,81190000,400
1492615220,219990000,2155
1481124307,15970000,1949
1481160278,58380000,296
1493324230,250000000,475
1493310699,30380000,737
1493305294,84570000,409
1493327900,12990000,600
1489017566,149500000,433
1471120460,27350000,1430
1471096525,399060000,4947
1470096817,16990000,363
1470068872,15930000,538
1493947909,41990000,439
1493914448,108420000,464
1493963686,112510000,2141
1477667175,74990000,572
1477708444,319750000,852
1495916523,295470000,4718
1485307902,19180000,360
1501212319,2990000,323
1501194302,12790000,1195
1484840089,19990000,402
1498515359,55980000,258
1498520235,6370000,347
1485229585,16990000,1051
1479162364,41590000,150
1475176900,91940000,1915
1475179893,105560000,571
1499450297,18990000,546
1499454409,101440000,481
1499449510,54240000,1510
1477259496,17820000,1008
1477275949,16990000,1035
1493419996,67180000,302
1501291795,20990000,242
1481569453,19990000,313
1481551838,820350000,1349
1472223819,57840000,841
1482010095,19990000,288
1481997880,29580000,325
1491596943,16990000,925
1491593906,89580000,1696
1499285908,27980000,524
1499377019,30380000,1006
1497970502,564160000,1952
1498077904,233700000,1517
1498088697,25900000,2371
1498081167,784650000,3775
1494620536,73900000,465
1494637000,16990000,751
1474650524,87130000,547
1470152674,50740000,429
1501456268,55990000,979
1494360266,74950000,483
1494370353,85580000,1422
1472682771,15040000,892
1489686130,55990000,770
1489714955,40770000,292
1489654160,65090000,706
1476236381,9990000,1484
1476201375,1600200000,743
1496079243,15390000,511
1496065279,63060000,1415
1479485405,728200000,1997
1494217262,38960000,2542
1472747228,28480000,869
1497742145,71460000,1786
1493241892,43170000,509
1493234589,52390000,2352
1492197231,63600000,1647
1492185805,154000000,426
1481656839,13590000,1254
1481643785,60690000,636
1498338515,35410000,2248
1493586054,10990000,1167
1500320481,96940000,6711
1480361997,56970000,818
1480380639,43980000,466
1494973341,134370000,753
1494954589,113450000,2180
1494991821,59930000,1434
1476996081,128700000,866
1476947489,113960000,2704
1471408578,33050000,340
1471359983,393650000,3284
1478098902,15190000,548
1499721652,41590000,3600
1474995047,63160000,1129
1493151594,27190000,143
1493117005,25980000,336
1493152555,10630000,636
1493137550,57560000,418
1483546378,85980000,2620
1483550577,51890000,1059
1481929104,1990000,614
1481944300,55990000,599
1481924716,27990000,604
1481925863,16990000,1488
1481928562,17910000,1729
1481929570,56480000,948
1481917757,1575000000,1766
1477852085,55970000,2076
1471810053,35860000,876
1471822238,224660000,1950
1476138862,39170000,247
1476147141,27180000,448
1483351395,37980000,1222
1483412737,36980000,991
1483421832,34370000,876
1485552658,95990000,1034
1485547951,29980000,1027
1485529230,201150000,1280
1492104925,81700000,561
1492127977,220560000,805
1492806520,93780000,1149
1489616624,26980000,175
1489589608,27930000,167
1489632055,840700000,719
1487186336,93580000,1164
1494272415,55800000,926
1494031283,201970000,237
1487296297,18990000,498
1496961686,10990000,1263
1482254320,674820000,1629
1490814151,38380000,532
1490771817,28760000,542
1472527468,47470000,781
1495228439,35970000,346
1495241739,27980000,1004
1498797712,15990000,536
1498749663,27190000,1193
1473791731,63100000,926
1473785105,6230000,1045
1475946857,49450000,571
1474481975,374850000,463
1474502517,16990000,503
1474519282,57580000,628
1483480109,20980000,1914
1483471291,663800000,1965
1484518851,17940000,459
1484540759,16990000,630
1498945586,26580000,1851
1481238769,16990000,765
1481248931,79990000,765
1481208275,108640000,886
1483638909,19990000,519
1497023239,319200000,514
1491153768,15980000,486
1476724239,178370000,2501
1489357807,139650000,940
1477596206,1990000,510
1497592102,42070000,1523
1490579983,20970000,2171
1480729192,112740000,1947
1480736875,393240000,6147
1476932821,25560000,934
1490022687,606460000,1582
1490044345,975700000,1032
1496348009,59990000,611
1492010663,71850000,358
1492014223,173910000,611
1492020590,2990000,1776
1471237595,303050000,1547
1488179224,28680000,450
1489451493,15190000,1458
1489438475,163160000,596
1479412156,911400000,388
1479397642,44790000,561
1470412413,32770000,571
1481066049,20970000,387
1481056903,215700000,2587
1481050924,765700000,1228
1501047204,11500000,479
1501027632,44000000,869
1501007293,69700000,650
1500999677,66980000,1044
1480581209,31960000,978
1480647120,14480000,1573
1481341356,33980000,905
1481339922,139960000,818
1481306484,157150000,770
1497911775,20000000,222
1497893695,28770000,2556
1494870769,22380000,372
1474045949,16990000,1777
1474046085,7990000,3259
1484100993,15990000,2658
1472580873,38950000,923
1474382278,269550000,122
1474428537,76770000,1994
1488734084,151970000,5986
1475621204,11940000,1055
1499892251,14780000,604
1499893633,105490000,925
1496844139,155960000,431
1496677378,103580000,381
1496740416,288190000,568
1470754181,111720000,580
1470744874,287840000,3893
1494107906,184410000,696
1476322299,76440000,868
1490390775,59990000,744
1480910825,44790000,326
1480884814,12990000,330
1473457159,57280000,735
1488237563,304320000,1217
1488242708,31180000,2962
1490309317,43960000,1491
1490300245,345280000,656
1490289237,15190000,1214
1481774154,39980000,383
1492435857,48360000,755
1480988143,419000000,253
1480951045,5480000,361
1494436622,119400000,3198
1494475182,34660000,3282
1478985222,39990000,714
1478994302,89550000,681
1500062362,82980000,3648
1495831131,36770000,468
1495865985,84060000,1235
1492537565,75580000,1107
1484703418,111180000,315
1495737525,59450000,1421
1495722033,56880000,3148
1495724862,15990000,277
1500934490,95980000,759
1486231764,12970000,637
1475791910,111980000,242
1475787789,45570000,1679
1485806049,324920000,1907
1489523809,224970000,497
1476637818,26360000,1387
1475125100,81580000,848
1476852340,96730000,425
1500398842,356790000,696
1491237171,168980000,161
1491251527,19990000,1673
1474140633,33980000,376
1471488211,28970000,1214
1500759640,75980000,508
1500740371,442260000,933
1494710088,8790000,311
1493667213,33590000,576
1493685253,95940000,1964
1478740345,39970000,272
1491330776,3980000,364
1491340648,118980000,1423
1491318699,8990000,456
1482436872,39940000,676
1480522262,39980000,1785
1480547041,41590000,503
1480545347,23570000,344
1473347785,13450000,1196
1473350473,120490000,2858
1473359390,199240000,744
1497198830,47070000,2149
1497232343,40770000,929
1487371802,33590000,533
1485967119,20980000,822
1485910988,64770000,391
1485868344,23970000,1170
1473193065,25890000,342
1481481564,18990000,326
1472827393,68030000,171
1472855651,10590000,1221
1472835694,338970000,1172
1482722329,89580000,833
1488383416,45570000,354
1488409550,55990000,806
1488422127,20980000,1399
1478812111,179900000,772
1491447562,73150000,672
1497640197,30380000,265
1497639689,2365500000,2621
1489871810,15180000,365
1489823400,133950000,8872
1476393193,76770000,247
1486566267,193180000,1554
1493044056,95700000,319
1493081275,18990000,964
1490897473,23920000,1619
1490918292,491250000,3456
1478642741,19190000,1208
1480291520,19980000,914
1480292691,166300000,998
1493735404,27190000,238
1493740440,33590000,175
1493741145,33590000,625
1500171165,29940000,873
1472285421,26710000,452
1497369312,55990000,183
1497395886,377850000,1353
1484424982,10990000,250
1481856259,38980000,434
1481822889,29940000,2100
1486852964,24990000,488
1486833315,3980000,632
1483030095,1479630000,1827
1483045697,17580000,1914
1483015836,24990000,2766
1484339233,13590000,937
1484338459,5500000,115
1484342015,9550000,953
1483729645,17590000,235
1483729063,337000000,2062
1483725863,994650000,989
1482520854,16990000,973
1482509453,9900000,4155
1471982319,82700000,3519
1487638610,16800000,701
1488561849,16990000,285
1490152268,794560000,2625
1480815667,59990000,535
1480087725,56780000,136
1480126717,140700000,1251
1499095526,37980000,527
1470873717,51290000,346
1497288444,57360000,446
1497289600,98340000,2537
1475870808,318000000,553
1495480898,503230000,775
1500476351,9570000,828
1500477989,77550000,2616
1478538833,19190000,1733
1489104871,82950000,2186
1486418207,79990000,763
1486375830,155980000,1238
1498118028,33980000,516
1484770707,82920000,1884
1484752541,570260000,1011
1486163826,13970000,1860
1487009101,94380000,469
1496194560,15190000,225
1495991535,14350000,399
1478387313,57960000,835
1478374849,114350000,1809
1474291168,764140000,772
1477337703,127700000,241
1477330337,37570000,1706
1475462185,16990000,378
1490993791,189080000,1355
1491004855,113470000,1722
1470946746,35280000,378
1470944101,30890000,2564
1487112338,33590000,813
1487060511,95600000,301
1487101544,42850000,970
1487097028,17855500000,2896
1487694703,17980000,344
1487709652,58360000,910
1497837311,65540000,902
1497483714,17980000,633
1492640677,43100000,414
1481153134,54460000,995
1489950212,18990000,1464
1484246986,44790000,517
1488998307,154910000,433
1470064446,36780000,344
1493935827,33590000,536
1493920891,100770000,695
1477687952,39980000,867
1485284049,69990000,451
1485278846,55990000,1416
1485275486,44770000,992
1501198550,10630000,773
1498588698,6970000,928
1498538722,66760000,2280
1479143817,15480000,259
1479152388,249410000,2811
1475195108,31170000,977
1475155425,224970000,1714
1499445123,185700000,528
1477256528,10990000,631
1479225576,33980000,1353
