visitId,transaction_during_visit,time_during_visit
1480560169,47980000,473
1480529111,99990000,217
1480547131,19190000,880
1480538922,1095500000,711
1473399459,140590000,4704
1473338233,16990000,1925
1487370461,67180000,397
1487371405,67180000,1796
1487358048,38940000,769
1485914202,83160000,814
1473186877,97240000,905
1477427231,54360000,380
1477463072,98960000,1428
1481521825,44790000,1212
1481508257,84780000,2120
1481496826,115120000,2978
1472858035,90850000,1002
1478790824,16990000,294
1499983900,39550000,1582
1489788958,81560000,653
1497636922,159500000,445
1497618221,13590000,424
1487955968,196170000,1827
1474576850,16990000,1613
1472949601,105630000,4999
1490904244,95180000,1008
1490909385,144890000,588
1478654308,5970000,667
1480297308,10990000,1518
1480310362,48670000,700
1492724040,141800000,1175
1492728932,32300000,444
1497365210,281270000,1617
1490635070,458850000,282
1490661436,9580000,315
1490672009,70400000,544
1481853232,45980000,715
1481829501,39900000,1637
1471983819,88060000,176
1488588625,16990000,1316
1492932735,407400000,1548
1476470422,271700000,772
1490100026,55300000,1039
1480781221,27180000,1215
1491543013,61590000,212
1491507642,1239380000,3278
1499136164,38480000,762
1499102092,216410000,1585
1470886063,55350000,904
1470858278,36110000,4275
1497291731,30780000,634
1497284688,22490000,576
1497302737,18990000,470
1470686686,21040000,176
1486062705,279950000,363
1495475594,17590000,1972
1500485469,285740000,532
1500525782,213870000,668
1500475957,92020000,4586
1489067677,461800000,1093
1486405337,89580000,1036
1498192908,33590000,353
1499044949,53680000,2969
1475301815,44790000,495
1487013979,124980000,466
1499575804,10990000,301
1477162796,53980000,663
1474315193,27190000,1964
1500264031,72050000,1013
1500244105,44370000,1360
1475462761,15990000,200
1475412093,57990000,864
1470959249,211580000,443
1485369774,79980000,1237
1485386572,7990000,374
1487714240,149900000,348
1487695647,571360000,1342
1487720606,1361510000,2319
1497839432,29980000,602
1497831592,72750000,1040
1497464857,742080000,1344
1481126312,55990000,1014
1481133704,195100000,1050
1493316050,62910000,1917
1493351111,41270000,2032
1489990929,67190000,388
1489970007,59990000,918
1489969144,192250000,539
1471102699,83330000,1884
1493926959,123980000,389
1493944105,58380000,810
1477675731,95800000,1117
1495900868,23940000,193
1485271156,115940000,698
1501179528,398890000,1174
1498620102,70340000,447
1498601077,73380000,644
1479148656,37580000,260
1477952265,83850000,337
1475170843,1990000,506
1475209144,28480000,480
1499444834,33560000,375
1479580203,79190000,734
1479569232,103980000,1448
1501277040,19190000,602
1501255344,685520000,2147
1478269869,26970000,172
1478282790,191900000,459
1493854894,67180000,827
1482037117,91940000,3607
1475354799,19990000,952
1499293365,15990000,387
1471740674,98770000,604
1499404637,38490000,1486
1499385809,63840000,1128
1494608774,41170000,222
1494617581,210680000,1392
1480455698,18990000,475
1480479108,7990000,1192
1480447385,18990000,1622
1480479824,249500000,1489
1480491475,16960000,1194
1480465312,175600000,939
1488939871,35170000,348
1472659016,27160000,130
1478874039,69560000,257
1478874509,115110000,961
1489709216,29490000,472
1489671243,73570000,708
1493510042,16990000,1690
1479487643,271800000,536
1479466514,108720000,200
1479494944,44790000,558
1479528242,201570000,1090
1472753814,42860000,469
1472797287,68840000,998
1492189611,16990000,822
1492192900,61590000,1946
1480005380,91160000,2256
1475708185,54370000,978
1481690853,138320000,1165
1493580289,139040000,902
1500306181,37200000,260
1500351502,79990000,775
1500325319,103150000,752
1480350937,18990000,893
1480363310,12980000,996
1480395596,48960000,2306
1471651000,48890000,650
1471633553,77970000,584
1498263251,7480000,740
1476999438,407400000,1855
1476982148,40800000,370
1471358936,74410000,456
1471378021,61310000,762
1473615548,71740000,338
1499716191,1990000,561
1499714704,15190000,906
1475019238,13590000,689
1475018541,44970000,388
1473267409,39950000,347
1473283033,5560000,407
1481928153,203960000,853
1478031015,43960000,476
1476143517,119990000,388
1483403119,38980000,674
1471535018,59160000,613
1485537129,18990000,385
1490720414,263450000,391
1494263464,33590000,337
1494046416,1500000,323
1494003776,42520000,820
1493996933,41990000,696
1487279645,9900000,281
1487305910,489930000,245
1471881334,571930000,217
1471922944,153020000,11094
1482285720,28780000,385
1482268757,135970000,356
1482299785,677740000,945
1495650423,43980000,823
1472490780,55210000,171
1477516622,15190000,924
1495029961,14690000,211
1495036857,119000000,1949
1495076026,67620000,1241
1471032971,87190000,249
1471036659,115490000,766
1471039487,21690000,3438
1474470185,82940000,1430
1474500355,44790000,943
1474488344,50000000,729
1474505576,62850000,1311
1483450985,87980000,917
1483465165,9550000,1417
1500844993,1794400000,934
1500871732,20990000,1446
1482942545,759800000,1071
1488841865,418500000,939
1488842093,52070000,791
1478207605,27190000,287
1478220264,29980000,1274
1478198441,57570000,439
1478237794,2990000,645
1489175553,3490000,265
1476737633,83990000,591
1497563041,120370000,644
1480701940,483870000,763
1490069293,12990000,1223
1499796673,14970000,1515
1499789306,49270000,864
1472055601,92910000,2510
1472077803,151410000,1399
1492008031,15990000,279
1492003964,32610000,418
1489417704,63980000,732
1479406249,120000000,297
1479403152,44790000,970
1479396258,50980000,522
1470410166,44790000,698
1470418863,17970000,2210
1501008436,31180000,406
1501005225,32070000,507
1480609546,88740000,2252
1481306198,342620000,2363
1497897735,15980000,322
1494878147,75180000,675
1474379042,44790000,1402
1488740449,22990000,1881
1488724906,43170000,1030
1496269901,140040000,1212
1496256262,12990000,911
1496256488,382670000,704
1498833515,108790000,531
1475588623,35980000,1849
1475631957,24930000,780
1499895629,44790000,299
1499894755,71970000,1567
1496895230,327750000,2830
1496803410,42610000,699
1496796221,19990000,661
1501090325,13200000,768
1501102653,196220000,705
1470772014,24730000,372
1470471835,378700000,3210
1470537886,60430000,1183
1476297247,99990000,352
1476292849,260550000,524
1490404651,18990000,501
1490383532,35180000,1321
1479337175,16990000,1405
1480894612,20490000,218
1491931664,119940000,509
1491897099,33980000,746
1491929886,80740000,1883
1495557153,44790000,1816
1481395173,121960000,1204
1491892305,417360000,758
1490289742,18990000,1724
1486930156,39980000,865
1481751144,5590000,238
1481728507,71960000,1429
1492453977,419500000,1073
1480971284,18990000,755
1480948514,15190000,327
1480946367,59990000,863
1480935985,33580000,408
1479968334,75860000,3748
1494465697,226180000,1058
1494445851,19190000,304
1494450918,49580000,270
1500049319,30140000,1440
1498448322,14950000,992
1495802522,147850000,310
1495851298,10630000,393
1495823600,15990000,814
1495752607,15990000,232
1496419427,271910000,578
1471306129,8670000,716
1471286470,57650000,584
1471273947,206330000,3462
1485832264,66930000,585
1485799306,259880000,1681
1489520913,178970000,616
1489484836,8980000,1315
1489479082,19990000,1055
1489557262,117900000,1577
1476842163,844940000,6618
1500403853,405300000,1164
1493647545,33590000,298
1493670963,312250000,1242
1473713554,43530000,969
1473737320,181460000,2571
1473705986,34790000,1535
1491356045,58970000,524
1480536454,83970000,271
1480529638,200000000,1289
1473350320,25180000,758
1497220493,29960000,499
1497232894,15190000,1455
1487353418,102360000,1339
1487362730,157550000,1939
1485974069,299550000,3414
1473179818,190930000,1664
1481505422,19190000,502
1481472607,17580000,2924
1499971967,18990000,1967
1489762310,330510000,971
1489815473,18990000,521
1497636678,30620000,734
1497118291,10070000,741
1476409290,299850000,221
1476370257,153570000,791
1474554486,39990000,380
1496517800,15190000,346
1493063899,85960000,1837
1472914693,34970000,688
1490901583,64760000,2345
1485730053,82960000,430
1478614164,199900000,481
1478626760,85950000,1951
1493741088,33590000,275
1493738790,48780000,646
1492720210,21100000,575
1492725809,76780000,447
1492677140,19900000,1075
1500183512,30480000,1630
1472319256,40480000,478
1497365414,294080000,5088
1490667937,15960000,303
1481859563,34990000,392
1481835393,24990000,352
1481863308,136720000,910
1484370904,20980000,905
1473529213,26800000,3299
1482524461,489500000,2808
1488589500,7990000,566
1488578454,269700000,1748
1492972032,10500000,177
1490125831,23980000,830
1470865072,135200000,1379
1488661720,15990000,922
1488670491,252590000,1172
1479837015,25960000,296
1479833905,668500000,340
1474244480,50970000,498
1474228505,122340000,1848
1497287338,32380000,1881
1497303437,1032690000,4033
1470666524,175390000,1889
1470687466,142220000,1098
1470667242,5090000,955
1475866432,49980000,405
1486067833,16990000,1197
1486063611,74990000,1946
1500466655,287400000,288
1500501908,13590000,454
1500527100,87540000,1918
1500468919,52400000,2122
1478554819,31990000,475
1489115760,48950000,2161
1489098573,28980000,457
1489124002,44790000,641
1491697063,10390000,762
1491686867,21250000,995
1472162976,40480000,1555
1486761532,27180000,376
1475292694,16990000,2758
1486147243,18990000,282
1484186324,230930000,822
1482173797,16990000,158
1496185574,139750000,426
1478366353,17590000,135
1478368391,49990000,211
1477182196,148780000,547
1474305511,19190000,228
1477299810,1679700000,850
1499645584,23950000,910
1499615957,41810000,2100
1499613756,32380000,3560
1470939757,769290000,1076
1470953521,28290000,2601
1470946895,207630000,979
1490209773,7980000,449
1486654953,55990000,518
1487117211,33590000,1102
1497804967,72980000,519
1497795826,911520000,575
1497804470,103980000,3869
1492631513,87420000,512
1492639685,228660000,510
1492639340,79990000,216
1492611452,209520000,663
1493333305,297650000,679
1486508356,31970000,760
1471128673,133980000,1872
1471096044,337020000,4732
1470106850,16990000,571
1470063041,23480000,284
1477678952,31990000,1640
1501162897,114700000,1981
1501191783,23990000,1119
1498594489,75000000,675
1498588440,503460000,1834
1498496964,33980000,172
1499463211,67190000,601
1499463649,28300000,788
1499441485,925130000,2325
1479611370,33980000,1443
1493384830,30780000,330
1493415242,99990000,606
1481577677,59990000,175
1481577648,15190000,2146
1481562949,537750000,2688
1472269236,26490000,4593
1472274411,36980000,3677
1478300770,458540000,2527
1493842998,16990000,557
1493828053,172440000,2267
1482023516,23090000,1071
1491593135,17590000,229
1491626330,104140000,688
1491589361,47170000,237
1479775261,3980000,311
1479760573,13590000,207
1499294537,63990000,216
1499275077,32780000,863
1471744846,68030000,1118
1499351897,21260000,753
1497973494,16790000,1627
1497989859,62110000,793
1494626800,727120000,1565
1478894040,16990000,396
1478890371,14000000,1035
1478881714,27180000,1152
1476201536,30380000,302
1494792020,29970000,536
1479517918,55180000,550
1494179313,96830000,1703
1472784270,17800000,257
1472783132,26500000,820
1472756392,358260000,1137
1493226989,37990000,355
1493253322,25040000,1685
1493233845,89930000,3435
1481679979,12990000,500
1481654802,122380000,983
1480383072,55990000,375
1480396009,48970000,555
1480380932,36960000,3152
1480392688,803080000,1250
1477802758,14000000,426
1471630902,114160000,2301
1494947667,10630000,791
1498241858,25000000,259
1498240051,33980000,285
1471373414,68850000,1024
1499711517,382400000,474
1475023351,15990000,1350
1473306259,41470000,541
1473270310,16100000,944
1493126454,45670000,1411
1481944367,118970000,251
1481919747,1990000,612
1481952033,79960000,1179
1481951344,16990000,2441
1477895676,32730000,1027
1477991758,226240000,1896
1471833690,42600000,1445
1476112633,91980000,418
1476132030,83080000,1802
1471584645,228870000,3554
1484613002,12990000,221
1492121599,11190000,278
1492802464,52600000,205
1492792834,59990000,786
1494232103,23950000,1456
1494258344,74850000,901
1494044092,30780000,1299
1493996088,2771110000,870
1487261706,22490000,2602
1496943201,47970000,1075
1471881458,68100000,451
1471898928,93120000,2120
1490789252,35950000,417
1495644496,66220000,2125
1483989737,59990000,156
1483992301,28980000,1881
1495208948,15390000,453
1495227973,24640000,2537
1498760226,145920000,772
1498757571,2390000,1946
1477488474,38240000,708
1477503969,8790000,1687
1471033551,38490000,442
1473804398,1509750000,4479
1474496612,44980000,830
1500681611,31200000,423
1500681680,32490000,812
1481250945,30380000,1055
1481222848,135970000,563
1483653785,13590000,639
1483681849,121560000,838
1485014740,416800000,137
1491177544,105530000,1180
1482958944,104780000,3812
1498686949,22380000,517
1498694642,73460000,1747
1478236905,65920000,345
1489174751,19450000,1379
1476727983,264960000,802
1473008803,55550000,389
1485470612,22970000,401
1485467514,264790000,833
1489358954,37960000,3245
1477612642,18990000,1924
1477602078,9990000,909
1497547301,46040000,562
1476555654,4500000,444
1480706005,115980000,771
1480688613,250020000,994
1490033891,35980000,752
1496331073,1990000,568
1496326897,182840000,1474
1499820992,51950000,1329
1482075542,119980000,1796
1471213230,21740000,794
1471211065,36910000,1606
1473991856,268380000,2977
1489434208,15190000,470
1489439273,16990000,428
1475542300,60780000,1190
1475557081,24780000,1787
1479408977,7190000,933
1481050873,29140000,401
1481079746,21980000,1908
1501013364,99990000,352
1500985147,21300000,444
1480611983,180760000,1296
1481318595,44790000,533
1494877789,13590000,537
1494857068,38620000,768
1474011224,16380000,1380
1474054832,368560000,626
1484074929,865700000,300
1472594459,28490000,685
1474390112,145990000,599
1474425848,241460000,2403
1496242274,10630000,188
1496283856,577150000,862
1498860589,6990000,403
1498877574,592880000,959
1475612499,367590000,2247
1476076187,16990000,731
1496704540,30920000,925
1496779778,283530000,547
1501072460,30350000,618
1501099580,35980000,1757
1501101132,55430000,1593
1476255835,39990000,786
1476316888,99970000,2991
1490380190,109860000,668
1490385180,59990000,1635
1480876654,18990000,2158
1480900848,21990000,596
1491929510,68180000,1620
1491943373,31350000,302
1481414942,55990000,1169
1473456932,10840000,210
1488223503,20970000,805
1488226088,299930000,613
1488255501,12490000,1322
1491855737,70150000,1504
1491859405,162230000,823
1491838039,126510000,1001
1491858066,34370000,663
1490277871,63950000,982
1490324465,1102690000,1506
1481735042,15980000,2705
1481730341,27180000,1463
1480992791,187830000,1957
1480941992,64870000,846
1480949203,144710000,1897
1482346665,113520000,1016
1479932305,657600000,1326
1494400075,272660000,460
1494465439,44790000,928
1479012556,108770000,1375
1495323674,6990000,284
1470358863,13590000,650
1500054624,319000000,322
1482851234,54630000,2117
1492581477,27190000,989
1492524949,54380000,1605
1492544331,44790000,603
1492526106,30770000,641
1495731816,30780000,399
1500922146,10630000,160
1496423826,75180000,823
1471288747,58660000,276
1471287060,205360000,789
1471295815,52500000,1117
1485808664,76760000,409
1485829428,7960000,847
1489520971,74850000,262
1475086679,15190000,664
1476835583,44770000,931
1500408475,21590000,1310
1474814780,35980000,523
1474824251,20490000,770
1474834716,55460000,4530
1500591635,35180000,246
1500599629,69990000,981
1500598216,29590000,435
1491245259,44740000,468
1491254241,16790000,949
1491243259,14950000,669
1471477297,98480000,623
1479052527,41910000,1767
1493647016,33590000,303
1478707641,55990000,1249
1473725791,70140000,279
1473708743,59450000,1033
1491370615,54930000,1034
1482420560,15190000,697
1480558847,29880000,202
1473357631,25680000,1683
1473390926,455560000,1971
1473368759,236620000,3555
1473387518,399610000,1894
1487362504,87970000,953
1487371535,33590000,969
1487370622,167950000,417
1486001825,12990000,1572
1485890093,306840000,2599
1473205623,68970000,308
1473227545,50470000,349
1477414287,19190000,687
1481505557,37980000,475
1482808409,23990000,2017
1482726018,50370000,1664
1488376518,30490000,895
1499974578,245310000,641
1499980904,76670000,994
1499969294,51910000,978
1491434998,77550000,2788
1497628314,55430000,755
1497116687,17970000,877
1489878004,99130000,2202
1487975966,215700000,446
1474571886,95600000,257
1474557284,79990000,1142
1474600656,191940000,2123
1496549658,23940000,283
1493050421,76770000,262
1490884365,93580000,247
1490901966,803100000,677
1490903747,27180000,1062
1485732278,110940000,1336
1493746538,100770000,649
1493749465,67180000,568
1493768880,134360000,675
1500116803,104270000,2878
1472310584,24860000,615
1497407968,22990000,295
1497403310,26300000,603
1484406696,91970000,790
1481839485,16990000,1138
1481837424,95920000,1246
1481822104,18990000,1571
1483049863,16990000,473
1483753716,70920000,833
1472000224,20940000,349
1471968574,30300000,667
1471983880,2690000,598
1490135431,11970000,386
1490116319,729770000,2058
1474913645,588620000,2308
1480092250,30380000,1142
1491529276,88660000,1330
1491486746,155910000,425
1491507275,27960000,562
1499097811,214720000,389
1470848645,201240000,814
1488664638,50420000,2412
1488650353,15990000,466
1479860562,154980000,402
1483224091,95030000,478
1497288710,30380000,315
1497291345,15990000,1542
1497307701,349600000,278
1470656650,169700000,880
1470712045,88800000,435
1478550655,44790000,1291
1486438949,31180000,335
1472411198,33840000,1225
1472169061,77060000,264
1472146867,37830000,384
1472158374,50020000,471
1486756265,25550000,1849
1477064025,179910000,358
1484749718,44790000,1093
1486121492,196420000,5553
1487009243,34990000,605
1487029205,13590000,625
1482204039,18390000,267
1482191519,44790000,660
1482203319,39990000,804
1496178593,109180000,442
1496159393,13590000,335
1478382039,88470000,331
1478382834,34470000,1436
1477172331,18990000,534
1500226224,16790000,2056
1477317613,39990000,205
1477349761,19990000,276
1477336870,16990000,1556
1488477008,13590000,350
1490223159,18970000,807
1490215541,1222120000,2212
1486711562,24990000,1828
1486656852,46980000,1284
1487098519,44790000,590
1487665232,99990000,1893
1497808648,61590000,518
1481120056,40770000,2448
1493309010,17980000,1179
1484262900,41590000,274
1471108884,21310000,534
1470063685,39960000,456
1470077433,250000000,1125
1493959865,123140000,582
1477669313,251910000,509
1477668752,100740000,2115
1485286304,82200000,653
1501209906,76680000,625
1501175168,27180000,655
1501186044,13200000,2417
1501156331,98780000,1549
1484892136,181900000,1787
1484834745,58350000,620
1498574070,107930000,1013
1498513987,97930000,449
1498500407,32980000,1135
1479177270,23980000,681
1479165539,38650000,426
1479175536,7480000,1412
1477920154,164760000,364
1499465620,123660000,708
1477239708,62360000,1711
1479589055,115160000,386
1479614357,34990000,581
1479234814,52370000,682
1479269180,16780000,1227
1493419011,33590000,273
1493418986,33590000,397
1493390876,31980000,478
1501265091,44790000,1173
1481560165,19990000,1366
1481608062,79980000,779
1481603196,87920000,1668
1481590255,66360000,1376
1478275909,39980000,500
1478286092,23990000,502
1493864922,67180000,330
1493823073,67180000,736
1491591454,199920000,260
1491597358,3022200000,280
1491578200,37570000,667
1491591506,26580000,580
1479742819,1573250000,1559
1471711119,33680000,814
1471752267,62030000,639
1498013053,307450000,703
1494613832,7980000,261
1494618160,37090000,287
1474649077,38980000,2554
1470164514,87900000,939
1494543846,33590000,135
1494550361,10990000,218
1494541635,44790000,601
1487822116,15190000,699
1494352600,89130000,205
1494391382,175800000,538
1494345188,28780000,679
1488939588,68720000,1151
1488307812,115120000,267
1478906412,69990000,3115
1476180728,43880000,1624
1476218228,63970000,996
1476235179,22480000,2519
1493479853,33590000,942
1479484357,144730000,2618
1495135916,18990000,860
1494189188,44790000,469
1472750747,53090000,1099
1497766462,41810000,777
1497737383,1271190000,3385
1493226850,33600000,142
1493237591,59850000,557
1492198486,153970000,274
1492229034,41990000,329
1480011475,159980000,690
1481660216,19190000,323
1481647936,102300000,985
1493573156,33590000,464
1500324862,17700000,500
1500324022,130470000,1359
1500319356,462960000,3828
1480376963,527890000,367
1480361466,143760000,208
1480365875,18990000,499
1494979981,15990000,174
1494960788,135640000,1947
1471367550,43440000,385
1471406198,174010000,1538
1473639678,63820000,506
1478119010,54270000,476
1474987981,135920000,1122
1473286245,137600000,681
1473266673,50000000,1987
1483566314,335260000,2454
1481928277,10970000,623
1481940614,17590000,1318
1492366041,16990000,318
1471828197,118830000,1246
1476132020,29970000,681
1471550870,23660000,5036
1492101061,306800000,1077
1492093959,299000000,269
1490729055,3026100000,2870
1494264064,43170000,175
1471880782,120300000,730
1490810487,13590000,263
1490774311,1990000,2902
1495653688,131710000,465
1472503146,69010000,232
1484010104,21980000,814
1495248070,8980000,530
1477507391,143880000,1624
1495042003,15990000,725
1495039475,44270000,1343
1471024636,26290000,1271
1475972645,17590000,602
1500695352,76260000,2408
1500660560,239880000,347
1500661627,27910000,1066
1500649336,45090000,719
1483632043,100000000,562
1497035736,21180000,809
1482950091,10390000,2109
1482939382,27970000,707
1476747126,10390000,116
1476716710,260890000,1035
1473040841,90470000,611
1473041010,32940000,1300
1497563451,33990000,210
1497575168,100000000,705
1497545311,21570000,638
1490577665,32980000,1085
1480741782,74390000,906
1490048636,15580000,363
1490048025,37980000,3414
1499822185,234450000,4269
1487570448,18970000,1904
1482089673,37980000,293
1472055403,142390000,2108
1472083134,115440000,1926
1472058246,219350000,1807
1473966794,180000000,1077
1489404831,118960000,1211
1470438044,67220000,2474
1480620889,50000000,397
1481314077,55990000,495
1481320622,53580000,1419
1497926033,98330000,1386
1494891569,34990000,659
1474058012,47970000,268
1495431454,15990000,1510
1472610310,6700000,2430
1488772855,55940000,834
1501505698,13590000,2555
1501544540,647600000,2368
1496260565,104210000,307
1496242777,382800000,497
1496216221,21570000,391
1475616867,55990000,2149
1475593504,135600000,711
1499878105,17700000,568
1499906980,24070000,2899
1496863626,57560000,795
1496864302,269400000,594
1496855064,23980000,1307
1470765746,25010000,332
1479318612,192720000,1111
1491941013,15980000,5853
1473468703,315490000,183
1488229412,15190000,196
1491851820,32780000,1423
1490297576,31980000,2474
1481728239,19990000,877
1481774847,228750000,1859
1492479271,75030000,1745
1480972956,13590000,164
1481000816,48770000,1616
1479905008,805290000,1661
1479910891,927200000,5079
1470335061,5970000,495
1483317147,25980000,608
1483295231,37570000,1113
1483311416,75180000,2526
1500062273,59580000,1566
1482890330,57940000,3026
1482879695,99750000,3035
1498420951,22380000,1431
1489273007,31970000,590
1492527179,542180000,572
1492527256,87950000,426
1492543092,11180000,2025
1492582951,23960000,667
1484710181,46950000,1418
1495745727,119170000,2496
1500930921,78950000,597
1496442396,41590000,280
1496466827,23500000,1028
1496420821,35980000,761
1471282151,25480000,549
1471305017,62150000,788
1471303689,141240000,2581
1489526631,237860000,373
1489482702,89400000,702
1475111813,76380000,1905
1500407652,31350000,429
1500419532,79990000,1768
1500420814,15390000,2527
1474812490,59400000,588
1474819765,16990000,385
1474843216,41480000,459
1500557933,595180000,1035
1500591500,78950000,862
1491236146,239880000,474
1471470275,1470000,1449
1500744389,126890000,1645
1478727534,51980000,4015
1473687073,9990000,514
1491338879,11960000,225
1480565270,24990000,557
1480571493,41980000,517
1473361867,580380000,480
1473352065,400080000,290
1473353374,246760000,914
1473379464,36080000,932
1487370446,33590000,458
1487369870,174360000,383
1487372970,33590000,226
1485967243,101490000,2151
1485979000,69990000,188
1485886991,548390000,1535
1485885179,119960000,832
1482780898,67960000,871
1478814797,16990000,344
1499966967,224000000,734
1491430319,154700000,1492
1489760624,199900000,565
1497671293,36980000,442
1489855739,107400000,1745
1476372363,702900000,525
1490904672,21980000,579
1478650803,18980000,780
1480313427,31980000,175
1493782833,21260000,319
1493735134,33590000,432
1493735547,67180000,2464
1492709198,55990000,357
1492710053,44760000,828
1497379317,248800000,690
1490636519,94380000,237
1490638820,55990000,1594
1481829346,8790000,317
1484309224,167970000,994
1483768019,99980000,447
1487616975,24970000,469
1487598240,12760000,785
1490114242,16990000,1141
1490108481,127940000,609
1474906350,11980000,306
1480800512,80470000,598
1480104337,55990000,229
1501381732,16990000,1177
1479859134,7990000,291
1479851848,159000000,523
1497291900,118960000,195
1497296782,1055780000,506
1497274323,47980000,973
1470679340,178490000,598
1475870914,15190000,213
1475873291,120750000,1166
1495480548,169100000,1098
1500521230,27750000,1511
1500523395,31670000,902
1478536562,8990000,564
1489107835,335700000,572
1486434926,65580000,886
1486419276,219780000,1536
1486423306,204720000,1101
1498147869,94870000,2022
1472419848,29840000,443
1491700052,34690000,2526
1472135384,22980000,394
1472174406,89100000,952
1486749987,611700000,667
1486724882,54970000,609
1487013126,117560000,836
1482205625,75950000,1506
1482196315,37170000,461
1482170984,15190000,757
1496018608,42700000,484
1478370390,21980000,1793
1474305966,207940000,874
1500257504,24160000,1300
1488494826,49990000,1730
1491085356,15990000,665
1470947217,1164540000,2068
1490239970,83180000,1186
1486689343,24990000,292
1485374097,44790000,597
1487700602,657860000,1170
1497827874,47970000,934
1497440353,798400000,472
1497456886,12980000,497
1481144441,40950000,372
1493304051,61590000,379
1470075801,20780000,1060
1493930916,16990000,545
1495904213,49990000,430
1498575982,22470000,1014
1498586733,22980000,1088
1479137000,44790000,148
1477235659,62960000,416
1493409275,27190000,335
1493419890,67180000,1293
1493421026,67180000,622
1501292650,94480000,593
1481573930,18990000,497
1472239131,19500000,483
1478283437,7190000,196
1493842086,33590000,322
1493847865,14630000,493
1493864048,427640000,849
1493839818,33590000,597
1491599092,167680000,829
1484926947,24990000,1220
1484944068,26310000,603
1479747064,40770000,399
1479745831,52970000,1049
1499254237,34380000,676
1499295734,41810000,485
1471744416,96540000,758
1499361746,12310000,1041
1497981134,538250000,1110
1494600519,33590000,372
1494597737,3980000,442
1494603132,27190000,956
1494620143,71960000,2229
1494615041,45570000,858
1474684626,76410000,230
1494566139,9990000,244
1494531549,31350000,369
1487820073,18480000,1321
1494362234,475000000,719
1494358483,273020000,1663
1480473264,85980000,507
1480430000,216840000,3179
1488920028,339750000,569
1478896451,91140000,598
1489708145,24990000,737
1489682426,32970000,681
1489684412,147180000,653
1489677593,147670000,991
1476216569,33980000,209
1493522610,27190000,491
1493519801,12980000,1203
1496071663,13590000,327
1472783141,48360000,422
1472768121,41370000,704
1493217384,21970000,892
1479973740,227970000,168
1475668624,31990000,592
1481681160,51990000,187
1481636511,59990000,633
1481653259,58380000,829
1498353417,28880000,4528
1493590979,60780000,1461
1493605954,43380000,2380
1500313024,20150000,143
1500309174,71840000,1037
1480358079,91380000,537
1480389858,119990000,840
1480344625,19990000,596
1494964972,51180000,1428
1494941004,855400000,402
1477015823,39990000,648
1471388645,43020000,175
1471368080,29740000,530
1473635607,28490000,759
1499728144,37980000,1977
1499739706,56110000,2031
1499707468,474120000,905
1474990194,188600000,201
1474986923,134220000,1413
1473288605,361510000,572
1481919079,37000000,620
1481936362,45990000,1007
1481911522,30380000,642
1481914028,19990000,838
1478028507,55990000,446
1483380012,24990000,249
1483354066,126370000,301
1471556192,62480000,834
1471553389,51720000,722
1471570508,64880000,720
1492091524,55990000,349
1490745718,13590000,364
1494276006,131130000,1467
1494285229,52070000,1232
1494008220,333910000,1121
1496970450,100440000,1598
1471872341,13950000,1165
1471907004,454180000,872
1482257108,7960000,361
1482296712,10990000,495
1482252251,27990000,874
1482283372,11200000,602
1482272981,33580000,820
1482239514,41590000,4580
1490821359,30380000,463
1495693722,120330000,1362
1495648164,55990000,612
1472484441,86700000,273
1484027155,21990000,1053
1483989876,143820000,1092
1483984289,231030000,585
1495242947,193190000,977
1495197634,79400000,3061
1495224792,50000000,1558
1498764446,143970000,190
1498761768,19190000,1597
1477512860,1359000000,2039
1495033423,16990000,954
1471040204,98300000,679
1471037854,67360000,341
1474471582,1119800000,491
1474490266,19990000,245
1483477518,42370000,411
1481234652,18990000,248
1483638411,28760000,1661
1478209457,40770000,336
1478184191,18490000,748
1489172289,132970000,429
1489160019,32740000,786
1476744689,65960000,462
1476729908,95960000,805
1489371345,31930000,545
1477582963,259950000,596
1476894083,143800000,463
1496363825,52570000,667
1482080769,7960000,1495
1472088219,460980000,451
1492033861,63950000,471
1471233444,44480000,898
1488108853,100000000,1212
1473956725,391860000,459
1489440057,67190000,214
1470409717,75950000,1794
1470416987,530820000,2089
1481010038,66270000,4385
1501015381,24220000,678
1481312928,55990000,240
1481309624,64760000,1819
1474058239,309330000,706
1495379838,6990000,1714
1484065856,79190000,290
1484073326,26370000,1378
1484073248,280500000,2293
1479689333,487800000,528
1476055802,31990000,206
1476052651,9980000,1550
1496859906,185250000,1250
1496857407,16990000,515
1496851647,187280000,439
1496702365,651750000,3221
1501104345,75560000,1076
1470800036,33180000,1112
1476292026,111960000,479
1479360030,59980000,412
1480915628,34380000,569
1480884019,44790000,706
1480875975,33980000,2250
1480898918,36770000,3256
1491969132,146370000,581
1495575527,271720000,414
1481374553,39900000,601
1481433903,41590000,599
1473451009,150750000,982
1488208519,65560000,780
1491853233,160570000,1452
1490277980,101540000,640
1481772454,21470000,1012
1481763412,47970000,1281
1492452712,396860000,706
1492476096,68700000,653
1480972939,64780000,268
1480956904,39980000,165
1480988881,141970000,218
1480967177,13590000,423
1480973991,30380000,437
1480975357,59990000,590
1480960719,34370000,1110
1480974457,91370000,573
1482351159,42370000,692
1482355204,23170000,539
1479926284,13590000,666
1479947039,51980000,653
1470345263,36780000,700
1483325774,20980000,563
1500042444,26380000,608
1495812790,61080000,1452
1495828045,112050000,1784
